"ID","state","state_abbr","reg_rule_abbr","reg_indicator","reg_x","n_id","n_rule","n_type","n_state","reg_type","reg_type_label","reg_rule","reg_rule_label","reg_action","reg_action_label","reg_body","reg_body_label","code_univ_cite","code_state","code_label","code_annotated","code_division","code_section","code_section1","code_section2","code_text","notes","code_year_enacted","code_change_year","code_change_type","section_original","v0","v1","section_code_re","section1","first_element","IDx","idn","id1","id2","id3","id4","type_body_combined","ALLSECTXT"
"VA-REPORTS-FINANC-NS-001","Virginia","VA","RG","Yes",1,2,2,8,52,"REPORTS","Notice, Filing or Review of Transactions","FINANC","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","REQMNT","requirement","NS","Not Specific","VA Code § 57-49",,"Code","no",,"{SS}: 57-49","{SS}: 57-49","",,"Financial statement or 990; Va. Code Ann. § 57-49; BUT ""Each charitable organization shall, as a part of its registration statement, compute the percentage that its fund-raising expenses for its preceding fiscal year bore to its support received directly from the public during such year."" Va. Code Ann. § 57-58",,,,,,,,,,"VA-REPORTS-FINANC-NS",1,"46","2415","id-vi-050","id-2415","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","{SS}: 57-49"
"VA-REPORTS-FINANC-NS-002","Virginia","VA","RG","Yes",1,2,2,8,52,"REPORTS","Notice, Filing or Review of Transactions","FINANC","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","REQMNT","requirement","NS","Not Specific","VA Code § 57-58",,"Code","no",,"{SS}: 57-58","{SS}: 57-58","",,"Financial statement or 990; Va. Code Ann. § 57-49; BUT ""Each charitable organization shall, as a part of its registration statement, compute the percentage that its fund-raising expenses for its preceding fiscal year bore to its support received directly from the public during such year."" Va. Code Ann. § 57-58",,,,,,,,,,"VA-REPORTS-FINANC-NS",2,"46","2416","id-vi-051","id-2416","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","{SS}: 57-58"
"VA-FNDRAZE-BONDNG-NS-001","Virginia","VA","BO","Yes",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","BONDNG","Does the state require bonding of professional fundraisers?","REQMNT","requirement","NS","Not Specific","VA Code § 57-61",,"Code","no",,"{SS}: 57-61","{SS}: 57-61","",,"Each professional solicitor shall, at the time of making application, file with and have approved by the Commissioner a bond in the sum of twenty thousand dollars ($20,000.00) with one or more sureties satisfactory to the Commissioner. Va. Code Ann. § 57-61",,,,,,,,,,"VA-FNDRAZE-BONDNG-NS",1,"47","2417","id-vi-052","id-2417","Does the state require bonding of professional fundraisers?","{SS}: 57-61"
"WA-BIFURCD-BIFURC-NS-001","Washington","WA","BF","Yes",1,2,2,3,48,"BIFURCD","Bifurcation of charitable regulatory body","BIFURC","Bifurcated Regulatory Structure","REQMNT","requirement","NS","Not Specific","WA Code § 19.09.020",,"Code","no",,"{SS}: 19.09.020","{SS}: 19.09.020","",,"Yes - W. R. C. A. § 19.09.020 et seq.; W.A.C. §§ 434-120-100 to 434-120-175",,,,,,,,,,"WA-BIFURCD-BIFURC-NS",1,"1","2419","id-wa-001","id-2419","Bifurcated","{SS}: 19.09.020"
"WA-BIFURCD-BIFURC-NS-002","Washington","WA","BF","Yes",1,2,2,3,48,"BIFURCD","Bifurcation of charitable regulatory body","BIFURC","Bifurcated Regulatory Structure","REQMNT","requirement","NS","Not Specific","WA Code § 434-120-100",,"Code","no",,"{SS}: 434-120-100","{SS}: 434-120-100","",,"Yes - W. R. C. A. § 19.09.020 et seq.; W.A.C. §§ 434-120-100 to 434-120-175",,,,,,,,,,"WA-BIFURCD-BIFURC-NS",2,"1","2420","id-wa-002","id-2420","Bifurcated","{SS}: 434-120-100"
"WA-BIFURCD-REGIOF-NS-001","Washington","WA","RE","Secretary of State",1,1,1,3,48,"BIFURCD","Bifurcation of charitable regulatory body","REGIOF","Registration Office","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"Washington Secretary of State https://www.sos.wa.gov/charities/Charitable-Organizations.aspx",,,,,,,,,,"WA-BIFURCD-REGIOF-NS",1,"2","2421","id-wa-003","id-2421","Registration Office",""
"WA-REPORTS-ASSETS-AG-001","Washington","WA","SA","No",1,1,2,8,48,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"WA-REPORTS-ASSETS-AG",1,"3","2422","id-wa-004","id-2422","Sale of Assets - AG",""
"WA-REPORTS-ASSETS-OT-001","Washington","WA","SA","No",1,1,2,8,48,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"No",,,,,,,,,,"WA-REPORTS-ASSETS-OT",1,"4","2423","id-wa-005","id-2423","Sale of Assets - Other",""
"WA-REPORTS-MERGER-AG-001","Washington","WA","MG","Yes",1,1,2,8,48,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"Yes",,,,,,,,,,"WA-REPORTS-MERGER-AG",1,"5","2424","id-wa-006","id-2424","Mergers - AG",""
"WA-REPORTS-MERGER-OT-001","Washington","WA","MG","Yes",1,1,2,8,48,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","OT","Other","WA Code § 24.03.200","washington","Code","no",,"{SS}: 24.03.200","{SS}: 24.03.200","{SS}: 24.03.200","RCW 24.03.200 Articles of merger or consolidation.(1) Upon such approval, articles of merger or articles of consolidation shall be executed by each corporation by an officer of each corporation, and shall set forth:(a) The plan of merger or the plan of consolidation;(b) Where the members of any merging or consolidating corporation have voting rights, then as to each such corporation (i) a statement setting forth the date of the meeting of members at which the plan was adopted, that a quorum was present at such meeting, and that such plan received at least two-thirds of the votes which members present at such meeting or represented by proxy were entitled to cast, or (ii) a statement that such amendment was adopted by a consent in the form of a record executed by all members entitled to vote with respect thereto;(c) Where any merging or consolidating corporation has no members, or no members having voting rights, then as to each such corporation a statement of such fact, the date of the meeting of the board of directors at which the plan was adopted and a statement of the fact that such plan received the vote of a majority of the directors in office.(2) The articles of merger or articles of consolidation shall be delivered to the secretary of state for filing in accordance with Article 2 of chapter 23.95 RCW.[ 2015 c 176 ss 3114; 2004 c 265 ss 20; 2002 c 74 ss 10; 1986 c 240 ss 33; 1982 c 35 ss 89; 1967 c 235 ss 41.]NOTES:Effective dateoContingent effective dateo2015 c 176: See note following RCW 23.95.100.Captions not lawo2002 c 74: See note following RCW 19.09.020.IntentoSeverabilityoEffective datesoApplicationo1982 c 35: See notes following RCW 43.07.160.","West's RCWA 24.03.200",,,,,,,,,,"WA-REPORTS-MERGER-OT",1,"6","2425","id-wa-007","id-2425","Mergers - Other","{SS}: 24.03.200 ;; {SS}: 24.03.200"
"WA-REPORTS-AMMEND-AG-001","Washington","WA","CA","No",1,1,2,8,48,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,"No",,,,,,,,,,"WA-REPORTS-AMMEND-AG",1,"7","2426","id-wa-008","id-2426","Certificate of Amendments - AG",""
"WA-REPORTS-AMMEND-OT-001","Washington","WA","CA","Yes",1,1,2,8,48,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","OT","Other","WA Code § 24.03.175","washington","Code","no",,"{SS}: 24.03.175","{SS}: 24.03.175","{SS}: 24.03.175","RCW 24.03.175 Filing of articles of amendment.The articles of amendment shall be delivered to the secretary of state for filing in accordance with Article 2 of chapter 23.95 RCW.[ 2015 c 176 ss 3111; 2002 c 74 ss 8; 1982 c 35 ss 86; 1967 c 235 ss 36.]NOTES:Effective dateoContingent effective dateo2015 c 176: See note following RCW 23.95.100.Captions not lawo2002 c 74: See note following RCW 19.09.020.IntentoSeverabilityoEffective datesoApplicationo1982 c 35: See notes following RCW 43.07.160.Fees: RCW 24.03.405.","West's RCWA 24.03.175",,,,,,,,,,"WA-REPORTS-AMMEND-OT",1,"8","2427","id-wa-009","id-2427","Certificate of Amendments - Other","{SS}: 24.03.175 ;; {SS}: 24.03.175"
"WA-DISSOLV-VOLUNT-AG-001","Washington","WA","VD","Yes",1,1,2,4,48,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","AG","Attorney General","WA Code § 24.03.220","washington","Code","no",,"{SS}: 24.03.220","{SS}: 24.03.220","{SS}: 24.03.220","RCW 24.03.220 Voluntary dissolution.A corporation may dissolve and wind up its affairs in the following manner:(1) Where there are members having voting rights with regard to the question, the board of directors shall adopt a resolution recommending that the corporation be dissolved, and directing that the question of such dissolution be submitted to a vote at a meeting of members having such voting rights, which may be either an annual or a special meeting. Notice in the form of a record stating that the purpose, or one of the purposes, of such meeting is to consider the advisability of dissolving the corporation, shall be given to each member entitled to vote at such meeting, within the time and in the manner provided in this chapter for the giving of notice of meetings of members. A resolution to dissolve the corporation shall be adopted upon receiving at least two-thirds of the votes which members present at such meeting or represented by proxy are entitled to cast.(2) Where there are no members, or no members having voting rights with regard to the question, the dissolution of the corporation shall be authorized at a meeting of the board of directors upon the adoption of a resolution to dissolve by the vote of a majority of the directors in office.Upon the adoption of such resolution by the members, or by the board of directors where there are no members or no members having voting rights, the corporation shall cease to conduct its affairs except in so far as may be necessary for the winding up thereof, shall immediately cause a notice of the proposed dissolution to be mailed to each known creditor of the corporation, to the attorney general with respect to assets subject to RCW 24.03.225(3), and to the department of revenue, and shall proceed to collect its assets and apply and distribute them as provided in this chapter.[ 2004 c 265 ss 23; 1986 c 240 ss 38; 1982 c 35 ss 92; 1967 c 235 ss 45.]NOTES:IntentoSeverabilityoEffective datesoApplicationo1982 c 35: See notes following RCW 43.07.160.","West's RCWA 24.03.220",,,,,,,,,,"WA-DISSOLV-VOLUNT-AG",1,"9","2428","id-wa-010","id-2428","Voluntary Dissolutions - AG","{SS}: 24.03.220 ;; {SS}: 24.03.220"
"WA-DISSOLV-VOLUNT-OT-001","Washington","WA","VD","Yes",1,1,2,4,48,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","OT","Other","WA Code § 24.03.245","washington","Code","no",,"{SS}: 24.03.245","{SS}: 24.03.245","{SS}: 24.03.245","RCW 24.03.245 Filing of articles of dissolution.Articles of dissolution shall be delivered to the secretary of state for filing in accordance with Article 2 of chapter 23.95 RCW. Upon the filing of such articles of dissolution the existence of the corporation shall cease, except for the purpose of suits, other proceedings and appropriate corporate action by members, directors, and officers as provided in this chapter.[ 2015 c 176 ss 3117; 2002 c 74 ss 11; 1982 c 35 ss 94; 1967 c 235 ss 50.]NOTES:Effective dateoContingent effective dateo2015 c 176: See note following RCW 23.95.100.Captions not lawo2002 c 74: See note following RCW 19.09.020.IntentoSeverabilityoEffective datesoApplicationo1982 c 35: See notes following RCW 43.07.160.","File with Sec. of State West's RCWA 24.03.245",,,,,,,,,,"WA-DISSOLV-VOLUNT-OT",1,"10","2429","id-wa-011","id-2429","Voluntary Dissolutions - Other","{SS}: 24.03.245 ;; {SS}: 24.03.245"
"WA-DISSOLV-JUDICI-AG-001","Washington","WA","JD","Yes",1,1,2,4,48,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","WA Code § 24.03.250","washington","Code","no",,"{SS}: 24.03.250","{SS}: 24.03.250","{SS}: 24.03.250","RCW 24.03.250 Involuntary dissolution.A corporation may be dissolved involuntarily by a decree of the superior court in an action filed by the attorney general when it is established that:(1) The corporation procured its articles of incorporation through fraud; or(2) The corporation has continued to exceed or abuse the authority conferred upon it by law.[ 1969 ex.s. c 163 ss 2; 1967 c 235 ss 51.]","West's RCWA 24.03.250",,,,,,,,,,"WA-DISSOLV-JUDICI-AG",1,"11","2430","id-wa-012","id-2430","Judicial Dissolutions - AG","{SS}: 24.03.250 ;; {SS}: 24.03.250"
"WA-DISSOLV-JUDICI-OT-001","Washington","WA","JD","Yes",1,1,2,4,48,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","OT","Other","WA Code § 24.03.295","washington","Code","no",,"{SS}: 24.03.295","{SS}: 24.03.295","{SS}: 24.03.295","RCW 24.03.295 Filing of decree of dissolution.In case the court shall enter a decree dissolving a corporation, it shall be the duty of the clerk of such court to cause a certified copy of the decree to be filed with the secretary of state. No fee shall be charged by the clerk for issuance or by the secretary of state for the filing thereof.[ 1986 c 240 ss 40; 1967 c 235 ss 60.]","West's RCWA 24.03.295",,,,,,,,,,"WA-DISSOLV-JUDICI-OT",1,"12","2431","id-wa-013","id-2431","Judicial Dissolutions - Other","{SS}: 24.03.295 ;; {SS}: 24.03.295"
"WA-DISSOLV-ADMINI-AG-000","Washington","WA","AD",,0,0,0,4,48,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,,,,,,,,,,,"WA-DISSOLV-ADMINI-AG",0,"13","2432","id-wa-014","id-2432","Administrative Dissolutions - AG",""
"WA-DISSOLV-ADMINI-OT-000","Washington","WA","AD",,0,0,0,4,48,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,,,,,,,,,,,"WA-DISSOLV-ADMINI-OT",0,"14","2433","id-wa-015","id-2433","Administrative Dissolutions - Other",""
"WA-HOSPCON-STATUT-NS-001","Washington","WA","HS","Yes",1,1,1,4,48,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","STATUT","Has Statute","REQMNT","requirement","NS","Not Specific","WA Code § 70.45.010",,"Code","no",,"{SS}: 70.45.010","{SS}: 70.45.010","",,"Wash. Rev. Code Ann. §§ 70.45.010 - 70.45.900",,,,,,,,,,"WA-HOSPCON-STATUT-NS",1,"15","2434","id-wa-016","id-2434","Has Statute","{SS}: 70.45.010"
"WA-HOSPCON-OVERSI-AG-001","Washington","WA","NO","Yes",1,1,2,4,48,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","AG","Attorney General","WA Code § 70.45.060",,"Code","no",,"{SS}: 70.45.060","{SS}: 70.45.060","",,"Wash. Rev. Code Ann. § 70.45.060",,,,,,,,,,"WA-HOSPCON-OVERSI-AG",1,"16","2435","id-wa-017","id-2435","Requires Notice or Oversight by AG","{SS}: 70.45.060"
"WA-HOSPCON-OVERSI-OT-001","Washington","WA","NO","Yes",1,1,2,4,48,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","OT","Other","WA Code § 70.45.060",,"Code","no",,"{SS}: 70.45.060","{SS}: 70.45.060","",,"Wash. Rev. Code Ann. § 70.45.060",,,,,,,,,,"WA-HOSPCON-OVERSI-OT",1,"17","2436","id-wa-018","id-2436","Requires Notice or Oversight by Other","{SS}: 70.45.060"
"WA-HOSPCON-FILING-OT-001","Washington","WA","RF","Yes",1,1,1,4,48,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","FILING","Requires Filing","REQMNT","requirement","OT","Other","WA Code § 70.45.060",,"Code","no",,"{SS}: 70.45.060","{SS}: 70.45.060","",,"Wash. Rev. Code Ann. § 70.45.060",,,,,,,,,,"WA-HOSPCON-FILING-OT",1,"18","2437","id-wa-019","id-2437","Requires Filing - Other","{SS}: 70.45.060"
"WA-AUDITFI-AUDITS-NS-001","Washington","WA","RA","Yes",1,1,1,2,48,"AUDITFI","Audits","AUDITS","Requires Audit","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"WAC 434-120-107: yes, but may be waived",,,,,,,,,,"WA-AUDITFI-AUDITS-NS",1,"19","2438","id-wa-020","id-2438","Requires Audit",""
"WA-AUDITFI-THRESH-NS-001","Washington","WA","AT","$3 million over the last three years",1,1,1,2,48,"AUDITFI","Audits","THRESH","Audit Threshold","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"$ 3 million over the last three years",,,,,,,,,,"WA-AUDITFI-THRESH-NS",1,"20","2439","id-wa-021","id-2439","Audit Threshold",""
